,schoolname,schoolcode,sssdistrict,ssslong,ssslat
1977,"ASANKRAGWA SENIOR HIGH./TECH SCHOOL, ASANKRAGWA",40503,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775
1978,"DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI",80802,East Dagomba (Yendi),-0.200845063,9.35213089
1979,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU",81301,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957
1980,"OKADJAKROM SENIOR HIGH./TECH SCHOOL, OKADJAKROM",71104,Akatsi,0.842700481,6.206889153
1981,"ASUKAWKAW SENIOR HIGH SCHOOL, ASUKAWKAW",70204,Kete Krachie,-0.089903578,8.053443909
1982,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU",81301,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957
1983,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO",21301,East Akim (Kibi),-0.454344213,6.178557873
1984,"TAKORADI TECH. INST., TAKORADI",9040101,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
1985,"BIA SENIOR HIGH. SCHOOL, JUABESO",40801,Juaboso Bia (Juaboso),-2.926683426,6.359212875
1986,"NKONYA SENIOR HIGH SCHOOL, NKONYA-AHENKRO",71103,Akatsi,0.842700481,6.206889153
1987,"DABOASE SENIOR HIGH./TECH SCHOOL, DABOASE",41101,Mpohor-Wassa East (Daboase),-1.69756937,5.330795765
1988,"ANLO TECH. INST., ANLOGA",9070501,Keta,0.853055775,5.907464027
1989,"PRESBY SENIOR HIGH/TECHNICAL SCH, LARTEH-KUBEASE",20405,Akwapim North (Akropong),-0.166071147,5.976426125
1990,TUMU SENIOR HIGH./TECH. SCH,100402,Sisala/Tumu (Tumu),-1.731065869,10.57417774
1991,"ATEBUBU SENIOR HIGH SCHOOL, ATEBUBU",60402,Atebubu,-1.065201521,7.675590515
1992,"ABOR SENIOR HIGH SCHOOL, ABOR",70503,Keta,0.853055775,5.907464027
1993,"MAFI-KUMASE COMM./SENIOR HIGH. SCHOOL, MAFI-KUMASE",70802,North Tongu (Adidome),0.407175899,6.13318634
1994,"ST. MICHAEL'S SENIOR HIGH. SCHOOL, AKOASE",20704,Birim North ( New Abirem),-1.021674633,6.22278738
1995,"KPANDO TECH. INST., KPANDO",9070601,Kpando,0.267385125,6.89685154
1996,"YAMFO ANGLICAN SENIOR HIGH. SCHOOL, YAMFO",60204,Tano North,-2.179065228,7.177093506
1997,"ST. CHARLES SENIOR HIGH. SCHOOL, TAMALE",80107,Tamale,-0.784348249,9.383351326
1998,"ACHIASE SENIOR HIGH SCHOOL, ACHIASE",20604,Birim South (Akim Oda),-0.969164491,5.864167213
1999,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO",21306,East Akim (Kibi),-0.454344213,6.178557873
2000,"ASAWINSO SENIOR HIGH SCHOOL, ASAWINSO",40603,Sefwi Wiawso,-2.637861013,6.25838995
2001,"DZOLO SENIOR HIGH SCHOOL, DZOLO",70109,Ho Municipal,0.52614224,6.717607021
2002,"SOME SENIOR HIGH. SCHOOL, AGBOZUME",70702,Keta,0.853055775,5.907464027
2003,"YEJI SENIOR HIGH./TECH. SCHOOL, YEJI",60401,Atebubu,-1.065201521,7.675590515
2004,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA",30703,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815
2005,"SALVATION ARMY SENIOR HIGH SCH., AKIM WENCHI",21104,Kwaebibirem (Kade),-0.799037278,6.133318901
2006,"BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU",90102,Bawku East (Bawku),-0.18813774,11.03635216
2007,"PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE",81302,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957
2008,"NANA BRENTU SENIOR HIGH./TECH SCHOOL, ENCHI",41001,Aowin Suaman (Enchi),-2.78972435,5.78654623
2009,ý?ABAKRAMPA SENIOR HIGH TECHNICAL,30403,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
2010,"KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO",30305,Mfantsiman (Saltpond),-1.006453395,5.201528072
2011,"GUSHEGU SENIOR HIGH SCH, GUSHEGU",81001,Saboba/Chereponi (Saboba),0.166294068,9.916285515
2012,"JUKWA SNR. SENIOR HIGH. SCHOOL, JUKWA",31102,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
2013,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA",51004,Asante Akim North (Konongo),-1.017963052,6.834003925
2014,"DADEASE AGRIC. SENIOR HIGH. SCHOOL, DADEASE",51804,Sekyere East (Effiduase),-0.844235957,7.210828781
2015,"ATWEAMAN SENIOR HIGH. SCHOOL, AKIM MANSO",20608,Birim South (Akim Oda),-0.969164491,5.864167213
2016,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO",51101,Asante Akim South (Juaso),-1.088292599,6.532979965
2017,"DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI",80802,East Dagomba (Yendi),-0.200845063,9.35213089
2018,"NANA BRENTU SENIOR HIGH./TECH SCHOOL, ENCHI",41001,Aowin Suaman (Enchi),-2.78972435,5.78654623
2019,"CHIANA SENIOR HIGH SCH, CHIANA",90503,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
2020,"ST. DOMINIC'S SENIOR HIGH./TECH SCH, PEPEASE",21008,Kwahu South (Mpraeso),-0.635528684,6.619226456
2021,"VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE",80106,Tamale,-0.784348249,9.383351326
2022,"YAMFO ANGLICAN SENIOR HIGH. SCHOOL, YAMFO",60204,Tano North,-2.179065228,7.177093506
2023,"AVATIME SENIOR HIGH. SCHOOL, VANE",70103,Ho Municipal,0.52614224,6.717607021
2024,"NKONYA SENIOR HIGH SCHOOL, NKONYA-AHENKRO",71103,Akatsi,0.842700481,6.206889153
2025,"DABALA SENIOR HIGH./TECH. SCHOOL, DABALA",70902,South Tongu (Sogakope),0.645589471,5.960537434
2026,"NKRANKWANTA SENIOR HIGH./TECH., NKRANKWANTA",61004,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892
2027,"KINTAMPO SENIOR HIGH SCHOOL, KINTAMPO",60801,Kintampo,-1.544426322,8.371118546
2028,"ASUANSI TECH. INST., ASUANSI",9030401,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
2029,"E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE",81102,Zabzugu Tatale (Zabzugu),0.371232808,9.139717102
2030,"ZUARUNGU SENIOR HIGH. SCH, ZUARUNGU",90405,Bolgatanga,-0.880232632,10.74245644
2031,"GUSHEGU SENIOR HIGH SCH, GUSHEGU",81001,Saboba/Chereponi (Saboba),0.166294068,9.916285515
2032,"NYAKUMASE AHENKRO SENIOR HIGH. SCHOOL, NYAKUMASE AHENKRO",31203,Assin North (Assin Fosu),-1.374616981,5.77799511
2033,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO",21306,East Akim (Kibi),-0.454344213,6.178557873
2034,"TSITO SENIOR HIGH. TECH. SCHOOL, TSITO",70110,Ho Municipal,0.52614224,6.717607021
2035,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO",51101,Asante Akim South (Juaso),-1.088292599,6.532979965
2036,"KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO",30305,Mfantsiman (Saltpond),-1.006453395,5.201528072
2037,"KPANDO TECH. INST., KPANDO",9070601,Kpando,0.267385125,6.89685154
2038,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO",21402,Yilo Krobo (Somanya),-0.18159321,6.186355114
2039,"BENSO SENIOR HIGH./TECH SCHOOL, BENSO",40906,Mpohor-Wassa East (Daboase),-1.69756937,5.330795765
2040,"ATEBUBU SENIOR HIGH SCHOOL, ATEBUBU",60402,Atebubu,-1.065201521,7.675590515
2041,PIINA SENIOR HIGH SCH,100303,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472
2042,"JUKWA SNR. SENIOR HIGH. SCHOOL, JUKWA",31102,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
2043,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN",50802,Offinso,-1.890868545,7.34876442
2044,"KPEDZE SENIOR HIGH SCHOOL, KPEDZE",70105,Ho Municipal,0.52614224,6.717607021
2045,"AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI",70401,Akatsi,0.842700481,6.206889153
2046,"ATTAFUAH SENIOR HIGH/TECHNICAL SCHOOL, ODA",20606,Birim South (Akim Oda),-0.969164491,5.864167213
2047,"KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA",30203,Edina/Komenda/Eguafo,-1.437419772,5.140793324
2048,"KUMBUNGU SENIOR HIGH. SCH, KUMBUNGU",81202,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957
2049,"H'MOUNT SINAI SENIOR HIGH. SCHOOL, AKROPONG",20406,Akwapim North (Akropong),-0.166071147,5.976426125
2050,"ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA",30402,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
2051,"KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO",30305,Mfantsiman (Saltpond),-1.006453395,5.201528072
2052,"PRESBY SENIOR HIGH. SCH., SUHUM",20202,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
2053,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO",21402,Yilo Krobo (Somanya),-0.18159321,6.186355114
2054,"BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU",90102,Bawku East (Bawku),-0.18813774,11.03635216
2055,"ASUKAWKAW SENIOR HIGH SCHOOL, ASUKAWKAW",70204,Kete Krachie,-0.089903578,8.053443909
2056,"ACHINAKROM SENIOR HIGH. SCHOOL, ACHINAKROM",51606,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
2057,"NINGO SENIOR HIGH. SCHOOL, OLD NINGO",10403,Dangme West (Dodowa),0.512386501,5.786250591
2058,"KALEO SENIOR HIGH/TECHNICAL SCHOOL, KALEO",100501,Nadowli,-2.427624464,10.36250973
2059,"ANLO TECH. INST., ANLOGA",9070501,Keta,0.853055775,5.907464027
2060,"SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI",50139,Kumasi Metro,-1.597187161,6.682059765
2061,"MIM SENIOR HIGH SCHOOL, MIM",61301,Asunafo (Goaso),-2.683745623,6.80908823
2062,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE",21504,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
2063,"KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI",70201,Kete Krachie,-0.089903578,8.053443909
2064,"TUOBODOM SENIOR HIGH/TECHNICAL SCHOOL, TUOBODOM",60703,Techiman,-1.944841981,7.677614689
2065,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO",21402,Yilo Krobo (Somanya),-0.18159321,6.186355114
2066,"ADIDOME SENIOR HIGH SCHOOL, ADIDOME",70801,North Tongu (Adidome),0.407175899,6.13318634
2067,"BONZO-KAKU SENIOR HIGH. SCHOOL, AWIEBO",40304,Nzema East (Axim),-2.311802149,5.141225815
2068,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE",21505,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
2069,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU",81301,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957
2070,"SEFWI-WIAWSO SENIOR HIGH./TECH SCHOOL, SEFWI-WIAWSO",40602,Sefwi Wiawso,-2.637861013,6.25838995
2071,"BIA SENIOR HIGH. SCHOOL, JUABESO",40801,Juaboso Bia (Juaboso),-2.926683426,6.359212875
2072,"BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU",90102,Bawku East (Bawku),-0.18813774,11.03635216
2073,"ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA",30402,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
2074,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO",30904,Agona Swedru,-0.755242527,5.617353439
2075,"METHODIST GIRLS SENIOR HIGH. SCHOOL, MAMFE",20410,Akwapim North (Akropong),-0.166071147,5.976426125
2076,"PRANG SENIOR HIGH SCHOOL, PRANG",60403,Atebubu,-1.065201521,7.675590515
2077,"ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA",70604,Kpando,0.267385125,6.89685154
2078,"MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN",10204,Tema,-0.050088216,5.69031477
2079,"KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG",21307,East Akim (Kibi),-0.454344213,6.178557873
2080,"ATTAFUAH SENIOR HIGH/TECHNICAL SCHOOL, ODA",20606,Birim South (Akim Oda),-0.969164491,5.864167213
2081,"BUOYEM SENIOR HIGH SCHOOL, BUOYEM",60704,Techiman,-1.944841981,7.677614689
2082,"ZEBILLA SENIOR HIGH/TECHNICAL SCH, ZEBILLA",90201,Bawku West (Zebilla),-0.478857458,10.81852722
2083,"KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO",30305,Mfantsiman (Saltpond),-1.006453395,5.201528072
2084,"KOASE SENIOR HIGH./TECH. SCHOOL, KOASE-WENCHI",60603,Wenchi,-1.944841981,7.677614689
2085,"BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU",90102,Bawku East (Bawku),-0.18813774,11.03635216
2086,"PRESTEA SENIOR HIGH./TECH. SCHOOL, PRESTEA",40905,Wassa West (Tarkwa),-1.988853216,5.276049137
2087,"KIBI SENIOR HIGH. / TECH. SCH, KIBI",21305,East Akim (Kibi),-0.454344213,6.178557873
2088,"LIKPE SENIOR HIGH SCHOOL, LIKPE-MATE",71001,Hohoe,0.466238558,7.030594826
2089,"KANTON SENIOR HIGH SCHOOL, TUMU",100401,Sisala/Tumu (Tumu),-1.731065869,10.57417774
2090,"KWAHU RIDGE SENIOR HIGH/TECHNICAL SCH, OBO-KWAHU",21005,Kwahu South (Mpraeso),-0.635528684,6.619226456
2091,ISLAMIC GIRLS SENIOR HIGH SCHOOL,20204,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
2092,"NDEWURA JAKPA SENIOR HIGH/TECHNICAL SCHOOL, DAMONGO",80202,West Gonja (Damongo),-1.700405836,9.505651474
2093,"BOLGATANGA TECH. INST., BOLGATANGA",9090401,Bolgatanga,-0.880232632,10.74245644
2094,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA",30703,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815
2095,"NALERIGU SENIOR HIGH SCH., NALERIGU",80501,East Mamprusi (Gambaga),-0.414157361,10.47127342
2096,"ADA TECH. INSTITUTE, ADA",9010301,Ga West (Amasaman),-0.397510529,5.664687634
2097,"AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI",70401,Akatsi,0.842700481,6.206889153
2098,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE",21505,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
2099,"NYAKUMASE AHENKRO SENIOR HIGH. SCHOOL, NYAKUMASE AHENKRO",31203,Assin North (Assin Fosu),-1.374616981,5.77799511
2100,"ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA",21304,East Akim (Kibi),-0.454344213,6.178557873
2101,"BUEMAN SENIOR HIGH. SCHOOL, JASIKAN",71101,Akatsi,0.842700481,6.206889153
2102,"DEBISO ESSEM SENIOR HIGH./TECH SCHOOL, DEBISO ESSEM",40802,Juaboso Bia (Juaboso),-2.926683426,6.359212875
2103,"ATWEAMAN SENIOR HIGH. SCHOOL, AKIM MANSO",20608,Birim South (Akim Oda),-0.969164491,5.864167213
2104,"PRESTEA SENIOR HIGH./TECH. SCHOOL, PRESTEA",40905,Wassa West (Tarkwa),-1.988853216,5.276049137
2105,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA",50403,Amansie West (Manso-Nkwanta),-1.893369913,6.436944962
2106,"ABOR SENIOR HIGH SCHOOL, ABOR",70503,Keta,0.853055775,5.907464027
2107,"WOVENU SENIOR SENIOR HIGH. SCHOOL, TADZEWU",70403,Ketu (Denu),1.032708645,6.111227512
2108,"SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,Sefwi Wiawso,-2.637861013,6.25838995
2109,"BOSO SENIOR HIGH./TECH SCHOOL, BOSO",20804,Asuogyaman (Senchi Ferry),0.08832825,6.189229488
2110,"NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN",50207,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
2111,"SALAGA T.I AHMD. SENIOR HIGH./COMM. SCH., SALAGA",80303,East Gonja (Salaga),-0.5339396,8.729157448
2112,"BIMBILLA SENIOR HIGH SCHOOL, BIMBILLA",80401,Nanumba North (Bimbilla),-0.141764164,8.816774368
2113,"ESIAMA SENIOR HIGH./TECH. SCHOOL, ESIAMA",40303,Nzema East (Axim),-2.311802149,5.141225815
2114,"ADA TECH. INSTITUTE, ADA",9010301,Ga West (Amasaman),-0.397510529,5.664687634
2115,"BOLGATANGA TECH. INST., BOLGATANGA",9090401,Bolgatanga,-0.880232632,10.74245644
2116,"ASSIN NSUTA AGRIC. SENIOR HIGH SCHOOL, ASSIN NSUTA",31206,Assin North (Assin Fosu),-1.374616981,5.77799511
2117,"MPOHOR SNR SENIOR HIGH. SCHOOL, MPOHOR",41102,Mpohor-Wassa East (Daboase),-1.69756937,5.330795765
2118,"PRESBY SENIOR HIGH./ TECH. SCHOOL, ABURI",20305,Akwapim South (Nsawam),-0.268249363,5.826002598
2119,"ADAKLU SENIOR HIGH. SCHOOL, ADAKLU",70108,Ho Municipal,0.52614224,6.717607021
2120,"KUKUOM AGRIC. SENIOR HIGH. SCHOOL, KUKUOM",61303,Asutifi (Kenyasi),-2.515068054,7.028093815
2121,"APEGUSO SENIOR HIGH. SCHOOL, APEGUSO",20805,Asuogyaman (Senchi Ferry),0.08832825,6.189229488
2122,"YAMFO ANGLICAN SENIOR HIGH. SCHOOL, YAMFO",60204,Tano North,-2.179065228,7.177093506
2123,"SALVATION ARMY SENIOR HIGH SCH., AKIM WENCHI",21104,Kwaebibirem (Kade),-0.799037278,6.133318901
2124,"NAKPANDURI BUSINESS SENIOR HIGH. SCH., NAKPANDURI",80503,East Mamprusi (Gambaga),-0.414157361,10.47127342
2125,"BAWKU TECH. INST., BAWKU",9090101,Bawku East (Bawku),-0.18813774,11.03635216
2126,"TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE",10116,Accra Metropolitan,-0.197115257,5.607395649
2127,"ST. FIDELIS SENIOR HIGH/TECHNICAL SCHOOL, TEASE",20902,Kwahu North (Donkorkrom),-0.264697343,6.911973476
2128,"ANNOR ADJAYE SENIOR HIGH. SCHOOL, EZILIBO",40402,Jomoro (Half Assini),-2.803220272,5.069507599
2129,"CHIANA SENIOR HIGH SCH, CHIANA",90503,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
2130,"LA PRESBY SNR SENIOR HIGH SCH., LA EMMAUS",10128,Accra Metropolitan,-0.197115257,5.607395649
2131,"TUNA SENIOR HIGH./TECH. SCHOOL, TUNA",80702,Bole,-2.266675234,8.629695892
2132,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO",21402,Yilo Krobo (Somanya),-0.18159321,6.186355114
2133,"ATEBUBU SENIOR HIGH SCHOOL, ATEBUBU",60402,Atebubu,-1.065201521,7.675590515
2134,"JEMA SENIOR HIGH SCHOOL, JEMA",60802,Kintampo,-1.544426322,8.371118546
2135,"KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA",30203,Edina/Komenda/Eguafo,-1.437419772,5.140793324
2136,"ASUOM SENIOR HIGH SCHOOL, ASUOM",21101,Kwaebibirem (Kade),-0.799037278,6.133318901
2137,"DAMANGO SENIOR HIGH SCHOOL, DAMANGO",80201,West Gonja (Damongo),-1.700405836,9.505651474
2138,"PRESBY SENIOR HIGH. SCH., SUHUM",20202,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
2139,"ADIDOME SENIOR HIGH SCHOOL, ADIDOME",70801,North Tongu (Adidome),0.407175899,6.13318634
2140,"BOLGATANGA TECH. INST., BOLGATANGA",9090401,Bolgatanga,-0.880232632,10.74245644
2141,"BONZO-KAKU SENIOR HIGH. SCHOOL, AWIEBO",40304,Nzema East (Axim),-2.311802149,5.141225815
2142,"OTI SENIOR HIGH./TECH. SCHOOL, DAMBAI",70203,Kete Krachie,-0.089903578,8.053443909
2143,"NKWANTA SENIOR HIGH SCHOOL, NKWANTA",70301,Nkwanta,0.402096868,8.323553085
2144,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE",21505,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
2145,"SIRIGU SENIOR HIGH. SCH, SIRIGU",90506,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
2146,"ZABZUGU SENIOR HIGH SCH, ZABZUGU",81101,Zabzugu Tatale (Zabzugu),0.371232808,9.139717102
2147,"ABETIFI TECH. INST., ABETIFI",9021002,Kwahu South (Mpraeso),-0.635528684,6.619226456
2148,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA",30703,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815
2149,"PRESBY SENIOR HIGH. SCHOOL, BOMPATA",51102,Asante Akim South (Juaso),-1.088292599,6.532979965
2150,"ST. THOMAS SENIOR HIGH./TECH SCHOOL, ASAMANKESE",20502,West Akim (Asamankese),-0.609122574,5.833612442
2151,"BONWIRE SENIOR HIGH./TECH. SCHOOL, BONWIRE",51605,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
2152,"SALVATION ARMY SENIOR HIGH/COMM. SCHOOL, ABOABO-DORMA",61005,Sene (Kwame Danso),-0.34885782,7.721522331
2153,"NKWANTA SENIOR HIGH SCHOOL, NKWANTA",70301,Nkwanta,0.402096868,8.323553085
2154,"AMANTEN SENIOR HIGH SCHOOL, AMANTEN",60404,Atebubu,-1.065201521,7.675590515
2155,"SIRIGU SENIOR HIGH. SCH, SIRIGU",90506,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
2156,"PRESTEA SENIOR HIGH./TECH. SCHOOL, PRESTEA",40905,Wassa West (Tarkwa),-1.988853216,5.276049137
2157,"KPANDAI SENIOR HIGH SCHOOL, KPANDAI",80302,East Gonja (Salaga),-0.5339396,8.729157448
2158,"BAWKU TECH. INST., BAWKU",9090101,Bawku East (Bawku),-0.18813774,11.03635216
2159,"KO SENIOR HIGH SCHOOL, KO-NANDOM",100204,Lawra,-2.800941229,10.54639816
2160,"OTI SENIOR HIGH./TECH. SCHOOL, DAMBAI",70203,Kete Krachie,-0.089903578,8.053443909
2161,"TOLON SENIOR HIGH SCH, TOLON",81201,West Mamprusi (Walewale),-1.117310524,10.33463287
2162,"NEW ABIREM/AFOSU SENIOR HIGH. SCH., NEW ABIREM",20702,Birim North ( New Abirem),-1.021674633,6.22278738
2163,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE",21504,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
2164,"SALAGA T.I AHMD. SENIOR HIGH./COMM. SCH., SALAGA",80303,East Gonja (Salaga),-0.5339396,8.729157448
2165,ISLAMIC GIRLS SENIOR HIGH SCHOOL,20204,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
2166,"ST. DOMINIC'S SENIOR HIGH./TECH SCH, PEPEASE",21008,Kwahu South (Mpraeso),-0.635528684,6.619226456
2167,"LIKPE SENIOR HIGH SCHOOL, LIKPE-MATE",71001,Hohoe,0.466238558,7.030594826
2168,"TSITO SENIOR HIGH. TECH. SCHOOL, TSITO",70110,Ho Municipal,0.52614224,6.717607021
2169,"SEFWI-WIAWSO SENIOR HIGH./TECH SCHOOL, SEFWI-WIAWSO",40602,Sefwi Wiawso,-2.637861013,6.25838995
2170,"DIABENE SENIOR HIGH./TECH. SCHOOL, DIABENE",40109,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
2171,"GOMOA SENIOR HIGH./TECH. SCHOOL, DAWURAMPON",30503,Gomoa (Apam),-0.723635495,5.404561043
2172,"BOLE SENIOR HIGH SCHOOL, BOLE",80701,Bole,-2.266675234,8.629695892
2173,"LA PRESBY SNR SENIOR HIGH SCH., LA EMMAUS",10128,Accra Metropolitan,-0.197115257,5.607395649
2174,"BOSO SENIOR HIGH./TECH SCHOOL, BOSO",20804,Asuogyaman (Senchi Ferry),0.08832825,6.189229488
2175,"ESIAMA SENIOR HIGH./TECH. SCHOOL, ESIAMA",40303,Nzema East (Axim),-2.311802149,5.141225815
2176,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO",21402,Yilo Krobo (Somanya),-0.18159321,6.186355114
2177,"WULENSI SENIOR HIGH SCHOOL, WULENSI",80402,Nanumba North (Bimbilla),-0.141764164,8.816774368
2178,"BOLGATANGA TECH. INST., BOLGATANGA",9090401,Bolgatanga,-0.880232632,10.74245644
2179,"KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI",70201,Kete Krachie,-0.089903578,8.053443909
2180,"PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE",81302,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957
2181,"ZABZUGU SENIOR HIGH SCH, ZABZUGU",81101,Zabzugu Tatale (Zabzugu),0.371232808,9.139717102
2182,"ADUKROM SENIOR HIGH./TECH SCHOOL, ADUKROM",20407,Akwapim North (Akropong),-0.166071147,5.976426125
2183,"NEW NSUTAM SENIOR HIGH./TECH. SCH, NSUTAM",21203,Fanteakwa (Begoro),-0.356094092,6.436070919
2184,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO",30904,Agona Swedru,-0.755242527,5.617353439
2185,"ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA",70604,Kpando,0.267385125,6.89685154
2186,"KO SENIOR HIGH SCHOOL, KO-NANDOM",100204,Lawra,-2.800941229,10.54639816
2187,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE",60105,Sunyani,-2.327423334,7.344677925
2188,"ASANKRAGWA SENIOR HIGH./TECH SCHOOL, ASANKRAGWA",40503,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775
2189,"VAKPO SENIOR HIGH./TECH. SCHOOL, VAKPO",70606,Kpando,0.267385125,6.89685154
2190,"ANLO TECH. INST., ANLOGA",9070501,Keta,0.853055775,5.907464027
2191,"EFFUTU SENIOR HIGH/TECH., CAPE COAST",30110,Cape Coast Municipal,-1.306593895,5.153656006
2192,"BOAKYE TROMO SENIOR HIGH/TECHNICAL SCHOOL, DUAYAW NKWANTA",60206,Tano (Bechem),-2.021415234,7.183659077
2193,"GUSHEGU SENIOR HIGH SCH, GUSHEGU",81001,Saboba/Chereponi (Saboba),0.166294068,9.916285515
2194,"CHEREPONI SENIOR HIGH/TECHNICAL SCH, CHEREPONI",80901,Saboba/Chereponi (Saboba),0.166294068,9.916285515
2195,"JUKWA SNR. SENIOR HIGH. SCHOOL, JUKWA",31102,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
2196,"KONGO SENIOR HIGH SCH, KONGO",90404,Bolgatanga,-0.880232632,10.74245644
